출원번호,등록번호,출원일,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,WIPS패밀리 ID,_패밀리내건수,Current CPC Main,label_v1,label_source,신호_휴머노이드,신호_Tier,신호_제외_수술,신호_제외_외골격,신호_제외_청소,신호_제외_물류전용,신호_제외_완구,_결함
15/372102,10065313,2016-12-07,Robot manipulator system,Harris Corporation,HARRIS,HARRIS,US,5220024,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
15/751091,10207412,2015-08-10,Platform including an industrial robot,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,5220686,1,B25J-0011/0025,GRAY,,False,True,False,False,False,False,False,
15/904772,10695910,2018-02-26,Automatic calibration method for robot system,Tyco Electronics (Shanghai) Co. Ltd. | TE Connectivity Corporation,TYCO ELECTRONICS (SHANGHAI),TYCO ELECTRONICS (SHANGHAI),CN,5226097,1,B25J-0009/1692,GRAY,,False,False,False,False,False,False,False,
15/758756,11312016,2016-09-05,Method and system for controlling a robot arrangement,KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND,KUKA,DE,5229710,1,B25J-0009/1674,GRAY,,False,False,False,False,False,False,False,
15/941722,10926406,2018-03-30,"Robot, XY table for a robot and linear transport system",BECKHOFF AUTOMATION GMBH,BECKHOFF AUTOMATION,BECKHOFF AUTOMATION,DE,5231861,1,B25J-0009/106,GRAY,,False,True,False,False,False,False,False,
15/762063,10857672,2016-07-22,Real-time device control system having hierarchical architecture and realtime robot control system using same,RAINBOW ROBOTICS,RAINBOW ROBOTICS,RAINBOW ROBOTICS,KR,5234163,2,B25J-0009/1656,GRAY,,False,False,False,False,False,False,False,
15/830057,10786898,2017-12-04,Method for the automatic configuration of an external control system for the open-loop and/or closed-loop control of a robot system,Bayerische Motoren Werke Aktiengesellschaft,BAYERISCHE MOTOREN WERKE,BAYERISCHE MOTOREN WERKE,DE,5235488,1,B25J-0009/1602,GRAY,,False,True,False,False,False,False,False,
15/864050,10751876,2018-01-08,"Moving robot, method of controlling moving robot, and control program",TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,5237084,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
15/895438,10836039,2018-02-13,Control device and robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,5241208,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
15/769926,10737388,2016-10-20,HRC system and method for controlling an HRC system,KUKA SYSTEMS GMBH,KUKA SYSTEMS,KUKA,DE,5241737,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
15/883711,11059169,2018-01-30,"Method of controlling robot, method of teaching robot, and robot system",CANON KABUSHIKI KAISHA,CANON,CANON,JP,5242840,1,B25J-0009/1612,GRAY,,False,False,False,False,False,False,False,
15/771461,10814484,2016-10-28,"Method, control system and movement setting means for controlling the movements of articulated arms of an industrial robot",KEBA AG,KEBA,KEBA,AT,5243763,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
15/844633,10625417,2017-12-18,"Control system, setting device, setting method, and storage device",OMRON Corporation,OMRON,OMRON,JP,5244759,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
15/846206,10625418,2017-12-19,"Control system, controller, control method, and recording medium",OMRON Corporation,OMRON,OMRON,JP,5244760,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
15/775036,11292128,2016-11-16,Method for programming a force to be applied by a robot,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,FR,5251778,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
15/779516,11192251,2016-11-28,Method and device for controlling a robot during co-activity,INSTITUT DE RECHERCHE TECHNOLOGIQUE JULES VERNE | CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE | UNIVERSITE DE NANTES,INSTITUT DE RECHERCHE TECHNOLOGIQUE JULES VERNE,INSTITUT DE RECHERCHE TECHNOLOGIQUE JULES VERNE,FR,5251944,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
15/361992,10099374,2016-11-28,Robotic safety using wearables,BRAGI GmbH,BRAGI,BRAGI,DE,5255833,1,B25J-0009/1676,GRAY,,False,True,False,False,False,False,False,
15/777773,10518413,2015-12-11,Industrial robot and method for controlling the robot to automatically select which program code to be executed next,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,5255916,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
15/780863,10611027,2016-11-29,Assembly apparatus and control method therefor,SONY CORPORATION,SONY,SONY,JP,5256724,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
17/353084,11504857,2021-06-21,"Wire saw device, and processing method and processing device for workpiece",TAKATORI CORPORATION,TAKATORI,TAKATORI,JP,5259067,1,B25J-0011/0055,GRAY,,False,True,False,False,False,False,False,
15/936452,11065764,2018-03-27,Method of generating robot operation command and robot operation command generation device,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5264578,1,B25J-0009/1661,GRAY,,False,False,False,False,False,False,False,
15/982596,10894322,2018-05-17,Robot motion planning,KUKA HUNGÁRIA KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG,KUKA HUNGÁRIA KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG,KUKA,HU,5266961,1,B25J-0009/1664,GRAY,,False,True,False,False,False,False,False,
15/893680,10875180,2018-02-11,Robot system,OMRON Corporation,OMRON,OMRON,JP,5267841,1,B25J-0009/1666,GRAY,,False,True,False,False,False,False,False,
15/623304,10625427,2017-06-14,Method for controlling location of end effector of robot using location alignment feedback,The Boeing Company,THE BOEING,THE BOEING,US,5275854,1,B25J-0013/088,GRAY,,False,False,False,False,False,False,False,
16/727979,11511428,2019-12-27,"Switchgear or controlgear with unmanned operation and maintenance, and method of operating the same",ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,5278474,1,B25J-0009/1671,GRAY,,False,False,False,False,False,False,False,
16/629272,11554486,2018-07-05,Method and apparatus for performing control of a movement of a robot arm,SIEMENS AKTIENGESELLSCHAFT,SIEMENS,SIEMENS,DE,5280641,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
16/032615,11376737,2018-07-11,"Arrangement comprising an automatic movement machine and a delimiting device, delimiting device for the arrangement, and method for operating the arrangement",SIEMENS AKTIENGESELLSCHAFT,SIEMENS,SIEMENS,DE,5282696,1,B25J-0009/1676,GRAY,,False,False,False,False,False,False,False,
16/082777,10946522,2017-03-10,Digital method and automated robotic setup for producing variable-density and arbitrary shaped metallic meshes,ETH ZURICH,ETH ZURICH,ETH ZURICH,CH,5283280,1,B25J-0009/1669,GRAY,,False,False,False,False,False,False,False,
16/083621,11400606,2017-03-09,Articulated robot and method of estimating decrease state of gas in gas spring,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,5283595,1,B25J-0019/0095,GRAY,,False,True,False,False,False,False,False,
16/012886,11090807,2018-06-20,"Motion generation method, motion generation device, system, and computer program",OMRON Corporation,OMRON,OMRON,JP,5284006,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
16/033569,10967512,2018-07-12,Moving robot and controlling method,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,5284280,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
16/033512,10695906,2018-07-12,Moving robot and controlling method,LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,5284282,1,B25J-0009/1666,GRAY,,False,False,False,False,False,False,False,
16/085162,11318606,2017-03-13,Controlling an automation assembly,KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND,KUKA,DE,5285236,1,B25J-0009/163,GRAY,,False,False,False,False,False,False,False,
16/085783,11498226,2017-03-16,"Protective device for an effector of a manipulator, device for manipulating workpieces, and a method for actuating a device for manipulating workpieces",DEUTSCHES ZENTRUM FÜR LUFT- UND RAUMFAHRT E.V.,DEUTSCHES ZENTRUM FÜR LUFT- UND RAUMFAHRT EV,DEUTSCHES ZENTRUM FÜR LUFT- UND RAUMFAHRT EV,DE,5285274,1,B25J-0019/0075,GRAY,,False,True,False,False,False,False,False,
15/466984,10232510,2017-03-23,Robot control,CMR SURGICAL LIMITED,CMR SURGICAL,CMR SURGICAL,GB,5287509,3,B25J-0009/1638,GRAY,,False,True,True,False,False,False,False,
16/139119,11027431,2018-09-24,Automatic calibration method for robot system,Tyco Electronics (Shanghai) Co. Ltd. | TE Connectivity Corporation,TYCO ELECTRONICS (SHANGHAI),TYCO ELECTRONICS (SHANGHAI),CN,5288681,1,B25J-0009/1692,GRAY,,False,False,False,False,False,False,False,
16/039293,10875193,2018-07-18,"Robot hand apparatus, robot hand system, and holding method","PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,5288725,1,B25J-0015/065,GRAY,,False,True,False,False,False,True,False,
16/777918,11511432,2020-01-31,Robot control method,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,5289271,1,B25J-0009/1676,GRAY,,False,False,False,False,False,False,False,
16/069900,10751880,2017-03-17,"Data storage device, robot system, and data storage method","PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,5290261,1,B25J-0009/1674,GRAY,,False,False,False,False,False,False,False,
16/037911,11020856,2018-07-17,Transportation vehicle and method for controlling a robot,Volkswagen AG,VOLKSWAGEN,VOLKSWAGEN,미상,5290920,1,B25J-0009/1694,GRAY,,False,False,False,False,False,False,False,
16/012813,10569414,2018-06-20,"Robot control apparatus, robot control method, and robot control program",OMRON Corporation,OMRON,OMRON,JP,5291380,1,B25J-0009/0093,E_auto,제외전용신호+Tier신호없음,False,False,False,False,False,True,False,
16/058863,11141861,2018-08-08,Method for operating a robot and robotic arm,SIEMENS HEALTHCARE GMBH,SIEMENS HEALTHCARE,SIEMENS HEALTHCARE,DE,5291687,1,B25J-0009/1692,GRAY,,False,True,False,False,False,False,False,
16/090534,11780099,2017-04-04,Robot-aided grinding apparatus,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY GMBH,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY,FERROBOTICS COMPLIANT ROBOT TECHNOLOGY,AT,5292042,1,B25J-0011/0065,GRAY,,False,True,False,False,False,False,False,
15/891344,10814486,2018-02-07,"Information processing device, information processing method, and non-transitory computer-readable recording medium",OMRON Corporation,OMRON,OMRON,JP,5292777,1,B25J-0009/1671,GRAY,,False,True,False,False,False,True,False,
16/104296,11148285,2018-08-17,Operating a hand-guided robot,SIEMENS HEALTHCARE GMBH,SIEMENS HEALTHCARE,SIEMENS HEALTHCARE,DE,5293540,1,B25J-0009/163,GRAY,,False,True,False,False,False,False,False,
15/146692,10016901,2016-05-04,Sprung worm gripper for a robotic device,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,5294519,1,B25J-0015/0213,GRAY,,False,True,False,False,False,False,False,
16/051639,10307911,2018-08-01,Robot,"PANASONIC INTTELLECTUAL PROPERTY MANAGEMENT CO., LTD. | Panasonic Intellectual Property Management Co., Ltd.",PANASONIC INTTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,5300924,1,B25J-0009/1697,GRAY,,False,True,False,False,False,False,False,
16/110563,10899002,2018-08-23,"Article movement apparatus, article movement method, and article movement control program",KABUSHIKI KAISHA TOSHIBA | TOSHIBA INFRASTRUCTURE SYSTEMS & SOLUTIONS CORP.,TOSHIBA,TOSHIBA,JP,5301338,1,B25J-0009/0093,GRAY,,False,True,False,False,False,True,False,
16/134969,10807238,2018-09-19,Robot system and method for controlling robot,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5305432,1,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
16/137647,11130227,2018-09-21,"Robot control device, robot, and robot system",Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,5305698,1,B25J-0009/06,GRAY,,False,False,False,False,False,False,False,
16/143674,10953537,2018-09-27,Robot,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,5306562,1,B25J-0009/06,GRAY,,False,True,False,False,False,False,False,
16/142120,10940595,2018-09-26,Robot,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,미상,5306563,1,B25J-0019/0075,GRAY,,False,True,False,False,False,False,False,
16/124206,11007655,2018-09-07,Manipulation unit and robot with manipulated switch,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5306757,1,B25J-0015/0683,GRAY,,False,True,False,False,False,False,False,
15/825914,10730180,2017-11-29,User interface for a teleoperated robot,ABB SCHWEIZ AG,ABB SCHWEIZ,ABB,CH,5306968,1,B25J-0009/1689,GRAY,,False,True,False,False,False,False,False,
16/155994,11090810,2018-10-10,Robot system,Seiko Epson Corporation,SEIKO EPSON,SEIKO EPSON,JP,5312296,1,B25J-0009/1692,GRAY,,False,True,False,False,False,False,False,
15/187582,9868214,2016-06-20,Localization of a mobile system,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,5313673,1,B25J-0009/1676,GRAY,,False,True,False,False,False,True,False,
16/311929,11207784,2017-06-20,Hand-held robot operating device combination comprising a basic-control position sensor,KUKA DEUTSCHLAND GMBH,KUKA DEUTSCHLAND,KUKA,DE,5315090,1,B25J-0013/02,GRAY,,False,False,False,False,False,False,False,
16/160977,11192244,2018-10-15,"Robot system, robot controller, and method for withdrawing robot",KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5316177,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
16/184438,10562195,2018-11-08,"Gripper, in particular pneumatically operated gripper in the form of a vacuum gripper or gripping tongs",FIPA HOLDING GMBH,FIPA,FIPA,DE,5321173,1,B25J-0015/0683,GRAY,,False,True,False,False,False,False,False,
16/135040,11577386,2018-09-19,"Gripping method, gripping system, and program",OMRON CORPORATION,OMRON,OMRON,JP,5322405,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
16/162509,11034029,2018-10-17,Joint structure for robot,TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,5322446,1,B25J-0015/022,GRAY,,False,True,False,False,False,False,False,
15/835280,10843330,2017-12-07,Resistance-based joint constraint for a master robotic system,Sarcos Corp.,SARCOS,SARCOS,US,5328729,1,B25J-0003/04,GRAY,,False,True,False,False,False,False,False,
16/772270,11548153,2018-12-13,Robot comprising safety system ensuring stopping time and distance,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,UNIVERSAL ROBOTS A/S,DK,5329313,1,B25J-0009/1674,GRAY,,False,True,False,False,False,False,False,
15/846038,11331809,2017-12-18,Dynamically controlled robotic stiffening element,Sarcos Corp.,SARCOS,SARCOS,US,5331264,1,B25J-0013/025,GRAY,,False,True,False,False,False,False,False,
16/326892,11292123,2017-08-10,"Continuum robot, modification method of kinematic model of continuum robot, and control method of continuum robot",CANON KABUSHIKI KAISHA,CANON,CANON,JP,5332496,1,B25J-0009/065,GRAY,,False,False,False,False,False,False,False,
16/332563, ,2017-09-20,Systems for Robotic Harvesting,"ABUNDANT ROBOTS, INC.",ABUNDANT ROBOTS,ABUNDANT ROBOTS,US,5333009,1,B25J-0015/0658,GRAY,,False,True,False,False,False,False,False,등록번호누락
16/314651,11478935,2017-12-14,Method for robot to automatically find bending position,"NANJING ESTUN ROBOTICS CO., LTD",NANJING ESTUN ROBOTICS,NANJING ESTUN ROBOTICS,CN,5335359,1,B25J-0009/1694,GRAY,,False,True,False,False,False,False,False,
15/755124,11137747,2017-08-16,Control system for a production line drive unit,OMRON CORPORATION,OMRON,OMRON,JP,5338621,1,B25J-0009/1679,GRAY,,False,False,False,False,False,False,False,
16/333145,10987799,2017-06-22,Workpiece processing system,"DMG MORI CO., LTD.",DMG MORI,DMG MORI,JP,5338967,1,B25J-0009/0081,GRAY,,False,False,False,False,False,False,False,
16/617169,10864631,2018-06-18,Robotic grasping prediction using neural networks and geometry aware object representation,GOOGLE LLC,GOOGLE,ALPHABET,US,5343438,1,B25J-0009/1612,GRAY,,False,True,False,False,False,False,False,
16/316041,10882183,2017-05-09,Robot controlling method and welding method,"PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,5345045,1,B25J-0009/1641,GRAY,,False,True,False,False,False,False,False,
15/406944,10369702,2017-01-16,Automated work piece moment of inertia (MOI) identification system and method for same,Raytheon Company,RAYTHEON,RAYTHEON,US,5349458,1,B25J-0013/085,GRAY,,False,True,False,False,False,False,False,
16/324918,11241792,2017-09-04,"Method and device for detecting abnormality of encoder, and robot control system","PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,5351454,1,B25J-0009/1674,GRAY,,False,False,False,False,False,False,False,
16/248802,11400591,2019-01-16,Control device of robot and control method of robot,OMRON CORPORATION,OMRON,OMRON,JP,5358058,1,B25J-0009/1633,GRAY,,False,False,False,False,False,False,False,
16/276547,10913162,2019-02-14,Robot system and control method of robot,OMRON Corporation,OMRON,OMRON,JP,5358113,1,B25J-0011/0075,GRAY,,False,False,False,False,False,False,False,
16/275346,11052542,2019-02-14,Robot system and control method of robot,OMRON Corporation,OMRON,OMRON,JP,5358114,1,B25J-0009/1697,GRAY,,False,False,False,False,False,False,False,
16/267388,10919147,2019-02-05,Parallel link robot and parallel link robot system,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5358360,1,B25J-0009/1065,GRAY,,False,True,False,False,False,False,False,
16/463897,11511446,2017-11-24,Joint structure for robot,KAWASAKI JUKOGYO KABUSHIKI KAISHA,KAWASAKI JUKOGYO,KAWASAKI HEAVY INDUSTRIES,JP,5361578,1,B25J-0017/00,GRAY,,False,True,False,False,False,False,False,
16/939779,11602841,2020-07-27,Systems and methods for remote operating and/or monitoring of a robot,Brain Corporation,BRAIN,BRAIN,US,5361818,1,B25J-0009/161,GRAY,,False,False,False,False,False,False,False,
16/367518,11433531,2019-03-28,Robot system and method for controlling robot,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,5362684,1,B25J-0009/1005,GRAY,,False,True,False,False,False,False,False,
15/964657,10730185,2018-04-27,"Systems and methods for inspecting, cleaning, and/or repairing one or more blades attached to a rotor of a gas turbine engine using a robotic system",GENERAL ELECTRIC COMPANY,GENERAL ELECTRIC,GENERAL ELECTRIC,US,5367028,1,B25J-0009/1664,GRAY,,False,False,False,False,False,False,False,
15/844062,10369704,2017-12-15,Base systems for supporting soft robotic actuators,"Soft Robotics, Inc.",SOFT ROBOTICS,SOFT ROBOTICS/OXIPITAL,US,5368104,1,B25J-0015/0023,GRAY,,False,True,False,False,False,False,False,
16/468559,11247338,2017-12-14,Robot system and cutting blade,"KYORAKU CO., LTD.",KYORAKU,KYORAKU,JP,5368382,1,B25J-0009/0096,GRAY,,False,True,False,False,False,False,False,
16/426571,11161242,2019-05-30,Method for controlling robot,"PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.",PANASONIC INTELLECTUAL PROPERTY MANAGEMENT,PANASONIC,JP,5368426,1,B25J-0009/1633,GRAY,,False,True,False,False,False,False,False,
